OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
9958,06,075,026301,1400000US06075026301,06075026301,263.01,San Francisco,CA,Califor,"Census Tract 263.01, San Francisco County, Calif","5,083.00",468.00,"1,599.00",0.92,0.31,0.72,0.29,0.00,0.31,0.47,0.13,0.92,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.88,0.03,1.29,0.26,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,4.50,0.16,0.90,0.90,0.90,0.46,0.91,0.63,0.43,0.53,0.13,0.21,3.31,0.46,0.79,0.17,0.49,0.98,2.42,0.82,0.00,0.59,0.59,0.32,7.21,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.00,8.22,0.38,21.96,0.00,0.00,0.00,0.00,0.00,0.00,100.00,90.41,16.50,100.00,100.00,0.00,87.95,88.40,28.16,27.90,5.90,10.20,27.14,2.50,8.50,20.90,16.30,12.20,26.20,0.00,0.50,28.30,7.20,4.90,10.90,12.70,0.29,0.01,0.16,0.71,0.16,"2,843.21","374,232.01"
9959,06,075,026302,1400000US06075026302,06075026302,263.02,San Francisco,CA,Califor,"Census Tract 263.02, San Francisco County, Calif","5,255.00",517.00,"1,842.00",0.48,0.09,0.48,0.14,0.00,0.32,0.70,0.19,1.21,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.64,0.09,1.12,0.14,0.54,0.45,0.00,0.99,0.48,0.74,0.74,0.74,4.06,0.10,0.90,0.90,0.90,0.30,0.82,0.39,0.42,0.41,0.21,0.18,2.73,0.33,0.50,0.12,0.41,0.97,2.00,0.49,0.51,0.00,0.51,0.27,6.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.26,0.58,23.79,0.00,0.00,0.00,0.00,0.00,0.00,100.00,72.69,15.17,43.86,41.76,0.00,87.95,88.40,20.20,20.40,4.00,10.00,23.75,3.50,7.70,15.60,14.80,11.20,23.40,0.80,0.00,27.10,7.30,5.00,10.70,11.40,0.22,0.02,0.18,0.58,0.14,"3,980.33","767,219.04"
9960,06,075,026303,1400000US06075026303,06075026303,263.03,San Francisco,CA,Califor,"Census Tract 263.03, San Francisco County, Calif","4,822.00",594.00,"1,911.00",0.81,0.24,0.61,0.22,0.00,0.31,0.44,0.12,0.87,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.81,0.11,1.30,0.26,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,4.47,0.16,0.89,0.89,0.89,0.25,0.85,0.20,0.39,0.51,0.52,0.26,2.98,0.38,0.62,0.17,0.19,0.97,1.95,0.44,0.00,0.77,0.77,0.45,6.59,0.46,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.00,8.19,0.36,21.59,0.00,0.00,0.00,0.00,0.00,0.00,100.00,85.98,15.00,100.00,100.00,0.00,87.95,86.20,17.98,22.50,2.70,9.40,26.64,7.30,9.90,17.60,16.50,8.20,22.00,0.00,1.80,29.50,7.20,5.20,10.60,12.60,0.36,0.01,0.21,0.70,0.13,"3,936.28","419,275.70"
9961,06,075,026401,1400000US06075026401,06075026401,264.01,San Francisco,CA,Califor,"Census Tract 264.01, San Francisco County, Calif","3,738.00",434.00,"1,230.00",1.35,0.55,1.15,0.63,0.00,0.34,0.90,0.47,1.70,0.43,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.81,0.11,1.31,0.27,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,6.16,0.52,0.96,0.96,0.96,0.34,0.90,0.57,0.21,0.54,0.27,0.49,3.32,0.46,0.66,0.31,0.31,0.98,2.25,0.71,0.52,0.62,1.14,0.71,7.67,0.64,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.00,8.36,0.90,30.28,0.00,100.00,0.00,0.00,0.00,0.00,100.00,85.88,14.92,100.00,100.00,0.00,87.95,96.60,22.17,26.70,5.40,6.10,27.34,4.10,16.20,18.40,19.30,9.80,24.90,0.90,0.60,30.00,7.70,4.80,11.50,13.80,0.39,0.04,0.15,0.79,0.22,"2,746.98","326,860.18"
9962,06,075,026402,1400000US06075026402,06075026402,264.02,San Francisco,CA,Califor,"Census Tract 264.02, San Francisco County, Calif","5,102.00",511.00,"1,274.00",0.87,0.27,0.87,0.40,0.00,0.35,0.92,0.50,1.77,0.46,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.80,0.16,1.35,0.30,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,6.26,0.54,0.92,0.92,0.92,0.50,0.66,0.11,0.40,0.40,0.52,0.21,2.81,0.35,0.21,0.20,0.14,0.94,1.48,0.14,0.00,0.55,0.55,0.29,5.76,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,0.98,31.13,0.00,100.00,0.00,0.00,0.00,0.00,100.00,85.42,14.33,100.00,100.00,0.00,87.95,91.00,30.10,14.00,2.00,9.60,23.31,7.40,8.60,10.50,17.10,7.40,16.50,0.00,0.40,27.20,7.50,4.70,11.00,11.90,0.23,0.03,0.14,0.64,0.17,"3,762.72","408,507.66"
9963,06,075,026403,1400000US06075026403,06075026403,264.03,San Francisco,CA,Califor,"Census Tract 264.03, San Francisco County, Calif","4,082.00",384.00,"1,789.00",1.34,0.54,1.14,0.62,0.00,0.34,0.88,0.45,1.67,0.41,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.80,0.04,1.22,0.20,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,6.04,0.49,0.93,0.93,0.93,0.35,0.92,0.84,0.61,0.56,0.24,0.42,3.94,0.60,0.66,0.10,0.43,0.98,2.18,0.65,0.00,0.72,0.72,0.42,7.76,0.65,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.00,8.36,0.85,29.97,0.00,100.00,0.00,0.00,0.00,0.00,100.00,85.00,16.33,100.00,100.00,0.00,87.95,92.50,22.61,28.40,9.10,14.50,28.15,3.80,14.30,18.30,14.00,11.50,26.10,0.00,1.30,30.00,7.20,4.80,10.70,13.20,0.39,0.01,0.15,0.75,0.14,"2,962.08","378,350.41"
9964,06,075,026404,1400000US06075026404,06075026404,264.04,San Francisco,CA,Califor,"Census Tract 264.04, San Francisco County, Calif","2,897.00",315.00,761.00,1.10,0.41,0.90,0.43,0.00,0.33,0.85,0.40,1.59,0.37,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.73,0.12,1.24,0.22,0.79,0.51,0.00,1.30,0.62,0.74,0.74,0.74,5.72,0.41,0.96,0.96,0.96,0.51,0.94,0.64,0.45,0.81,0.41,0.30,4.07,0.63,0.43,0.28,0.06,0.98,1.75,0.29,0.00,0.00,0.00,0.00,6.78,0.49,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.00,8.32,0.80,28.88,0.00,100.00,0.00,0.00,0.00,0.00,100.00,80.28,14.75,100.00,52.88,0.00,87.95,96.40,30.62,31.70,6.00,10.60,39.16,5.80,11.00,14.60,18.80,5.60,27.40,0.00,0.00,29.00,9.00,4.30,13.90,13.10,0.33,0.28,0.09,0.74,0.49,"1,996.15","199,718.18"
9965,06,075,030101,1400000US06075030101,06075030101,301.01,San Francisco,CA,Califor,"Census Tract 301.01, San Francisco County, Calif","5,048.00",456.00,"4,948.00",0.33,0.04,0.33,0.07,0.00,0.34,0.75,0.23,1.32,0.26,0.00,0.00,0.00,0.98,0.00,0.00,0.98,0.54,0.39,0.87,0.02,1.28,0.25,0.00,0.63,0.00,0.63,0.23,0.28,0.28,0.28,4.48,0.16,0.62,0.62,0.62,0.26,0.36,0.29,0.92,0.23,0.04,0.05,2.13,0.21,0.08,0.06,0.09,0.77,1.00,0.04,0.00,0.90,0.90,0.56,4.66,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,0.63,24.78,0.00,0.00,0.00,100.00,0.00,0.00,100.00,90.05,16.75,0.00,80.40,0.00,16.57,42.00,18.10,7.10,3.30,29.60,18.97,1.10,3.60,7.40,10.60,6.30,5.30,0.00,4.80,18.00,8.10,4.20,11.10,5.20,0.02,0.09,0.08,0.02,0.18,"3,458.97","339,169.77"
9966,06,075,030102,1400000US06075030102,06075030102,301.02,San Francisco,CA,Califor,"Census Tract 301.02, San Francisco County, Calif","5,262.00",447.00,"3,456.00",0.53,0.11,0.53,0.17,0.00,0.34,0.74,0.24,1.32,0.27,0.00,0.39,0.00,0.98,0.00,0.00,1.37,0.64,0.39,0.85,0.33,1.57,0.50,0.31,0.47,0.00,0.77,0.36,0.28,0.28,0.28,5.31,0.32,0.56,0.56,0.56,0.11,0.05,0.47,0.82,0.14,0.06,0.18,1.83,0.16,0.50,0.09,0.13,0.40,1.11,0.05,0.51,0.95,1.46,0.86,4.96,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.35,0.62,25.19,0.00,3.99,0.00,100.00,0.00,0.00,100.00,88.76,12.17,5.15,44.30,0.00,16.77,35.70,10.68,1.80,4.60,22.40,16.11,1.50,7.80,15.70,13.10,7.10,0.80,0.80,10.00,20.20,7.20,5.60,8.60,5.40,0.04,0.01,0.27,0.03,0.02,"5,406.42","1,288,632.13"
9967,06,075,030201,1400000US06075030201,06075030201,302.01,San Francisco,CA,Califor,"Census Tract 302.01, San Francisco County, Calif","4,529.00",291.00,"2,448.00",0.38,0.06,0.38,0.09,0.00,0.33,0.76,0.23,1.31,0.26,0.00,0.00,0.00,0.96,0.00,0.00,0.96,0.53,0.39,0.91,0.09,1.38,0.33,0.00,0.77,0.00,0.77,0.32,0.47,0.47,0.47,4.88,0.23,0.72,0.72,0.72,0.11,0.39,0.04,0.92,0.15,0.21,0.15,1.96,0.18,0.33,0.09,0.07,0.86,1.35,0.10,0.00,0.45,0.45,0.20,4.48,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.30,0.64,24.73,0.00,0.00,0.00,85.24,0.00,0.00,100.00,92.35,15.28,0.00,100.00,0.00,43.86,55.20,10.86,7.60,1.20,29.90,16.71,3.40,6.80,12.80,13.40,5.90,9.10,0.00,0.20,20.90,7.50,5.00,9.70,6.70,0.04,0.03,0.18,0.07,0.07,"2,402.01","360,731.63"
9968,06,075,030202,1400000US06075030202,06075030202,302.02,San Francisco,CA,Califor,"Census Tract 302.02, San Francisco County, Calif","4,438.00",375.00,"3,009.00",0.42,0.07,0.42,0.11,0.00,0.33,0.75,0.23,1.31,0.26,0.00,0.00,0.00,0.98,0.00,0.00,0.98,0.54,0.39,0.90,0.10,1.39,0.34,0.00,0.77,0.00,0.77,0.32,0.28,0.28,0.28,4.72,0.20,0.67,0.67,0.67,0.21,0.18,0.10,0.96,0.06,0.01,0.26,1.78,0.15,0.48,0.05,0.10,0.76,1.39,0.11,0.54,0.66,1.20,0.73,5.04,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.63,24.73,0.00,0.00,0.00,100.00,0.00,0.00,100.00,92.21,15.11,0.00,100.00,0.00,16.57,48.20,16.09,4.10,1.90,35.50,13.22,0.50,9.90,15.30,9.10,6.70,4.90,1.10,0.80,18.70,7.50,4.40,9.90,5.60,0.02,0.03,0.10,0.03,0.08,"2,381.66","353,288.51"
9969,06,075,030301,1400000US06075030301,06075030301,303.01,San Francisco,CA,Califor,"Census Tract 303.01, San Francisco County, Calif","5,914.00",592.00,"1,996.00",0.45,0.08,0.45,0.12,0.00,0.33,0.74,0.23,1.29,0.26,0.00,0.00,0.00,0.97,0.00,0.00,0.97,0.53,0.39,0.81,0.10,1.30,0.26,0.00,0.77,0.00,0.77,0.32,0.47,0.47,0.47,4.79,0.21,0.75,0.75,0.75,0.24,0.29,0.26,0.69,0.10,0.08,0.07,1.73,0.15,0.71,0.17,0.26,0.79,1.93,0.43,0.00,0.72,0.72,0.42,5.13,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.29,0.62,24.73,0.00,0.00,0.00,94.49,0.00,0.00,100.00,86.07,15.08,0.00,100.00,0.00,43.00,60.70,17.41,5.90,3.10,17.10,14.97,1.80,4.40,19.20,16.40,9.20,5.80,0.00,1.30,23.80,7.30,5.80,9.30,7.90,0.09,0.02,0.31,0.15,0.05,"3,876.32","752,219.96"
9970,06,075,030302,1400000US06075030302,06075030302,303.02,San Francisco,CA,Califor,"Census Tract 303.02, San Francisco County, Calif","4,348.00",408.00,"1,261.00",0.35,0.05,0.35,0.08,0.00,0.32,0.74,0.22,1.28,0.25,0.00,0.00,0.00,0.88,0.00,0.00,0.88,0.50,0.39,0.95,0.12,1.46,0.40,0.00,0.77,0.00,0.77,0.32,0.48,0.48,0.48,4.86,0.23,0.78,0.78,0.78,0.16,0.19,0.70,0.31,0.20,0.03,0.07,1.67,0.14,0.66,0.15,0.07,0.84,1.72,0.27,0.00,0.00,0.00,0.00,4.17,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.26,0.62,24.63,0.00,0.00,0.00,42.13,0.00,0.00,100.00,95.40,14.78,0.00,100.00,0.00,44.01,66.60,13.55,4.30,6.70,7.90,17.99,1.00,4.40,18.40,15.80,5.80,8.10,0.00,0.00,25.20,6.90,6.10,8.40,8.40,0.14,0.01,0.37,0.21,0.01,"3,798.58","598,630.29"
9971,06,075,030400,1400000US06075030400,06075030400,304,San Francisco,CA,Califor,"Census Tract 304, San Francisco County, Californ","5,573.00",331.00,"2,426.00",0.28,0.03,0.28,0.05,0.00,0.32,0.72,0.22,1.26,0.24,0.00,0.00,0.00,0.83,0.00,0.00,0.83,0.43,0.39,0.96,0.09,1.44,0.38,0.00,0.77,0.00,0.77,0.32,0.48,0.48,0.48,4.77,0.21,0.69,0.69,0.69,0.11,0.10,0.39,0.31,0.10,0.01,0.14,1.17,0.07,0.73,0.27,0.15,0.70,1.86,0.37,0.00,0.00,0.00,0.00,3.71,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.25,0.60,24.46,0.00,0.00,0.00,23.48,0.00,0.00,100.00,95.88,15.17,0.00,100.00,0.00,43.94,51.10,10.84,2.70,4.00,7.80,14.97,0.60,6.70,19.60,18.70,7.60,3.60,0.00,0.00,27.10,7.20,6.70,8.50,8.80,0.22,0.01,0.49,0.25,0.02,"4,699.02","970,047.23"
9972,06,075,030500,1400000US06075030500,06075030500,305,San Francisco,CA,Califor,"Census Tract 305, San Francisco County, Californ","3,230.00",266.00,843.00,0.80,0.23,0.60,0.21,0.00,0.33,0.72,0.23,1.28,0.25,0.00,0.67,0.00,0.95,0.00,0.00,1.62,0.73,0.39,0.84,0.38,1.60,0.54,0.00,0.25,0.00,0.25,0.09,0.29,0.29,0.29,5.05,0.26,0.71,0.71,0.71,0.17,0.48,0.29,0.36,0.03,0.16,0.34,1.83,0.16,0.95,0.14,0.32,0.87,2.28,0.73,0.00,0.97,0.97,0.64,5.80,0.33,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,8.34,0.60,24.81,0.00,53.23,0.00,84.85,0.00,0.00,100.00,87.99,11.33,0.00,9.88,0.00,17.67,54.20,14.04,9.50,3.30,8.80,10.75,2.80,12.20,29.30,15.40,10.00,9.70,0.00,22.90,34.70,7.50,9.20,8.70,11.20,0.66,0.03,0.94,0.56,0.02,"5,458.02","1,119,671.64"
9973,06,075,030600,1400000US06075030600,06075030600,306,San Francisco,CA,Califor,"Census Tract 306, San Francisco County, Californ","2,495.00",162.00,"1,396.00",0.24,0.02,0.24,0.04,0.00,0.33,0.69,0.21,1.23,0.23,0.00,0.42,0.00,0.00,0.00,0.00,0.42,0.24,0.39,0.92,0.02,1.33,0.28,0.00,0.52,0.00,0.52,0.17,0.47,0.47,0.47,3.97,0.09,0.68,0.68,0.68,0.09,0.18,0.61,0.21,0.04,0.16,0.09,1.38,0.09,0.60,0.56,0.28,0.46,1.90,0.41,0.00,0.51,0.51,0.25,4.47,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.29,0.57,24.34,0.00,5.63,0.00,0.00,0.00,0.00,100.00,93.38,17.00,0.00,54.99,0.00,43.75,49.90,9.69,4.10,5.70,6.00,11.46,2.90,5.10,17.40,22.90,9.40,1.10,0.00,0.30,27.20,7.70,7.20,9.10,8.40,0.23,0.04,0.61,0.21,0.04,"3,282.55","524,197.20"
9974,06,075,030700,1400000US06075030700,06075030700,307,San Francisco,CA,Califor,"Census Tract 307, San Francisco County, Californ","7,024.00",476.00,"1,933.00",0.35,0.05,0.35,0.08,0.00,0.32,0.61,0.16,1.10,0.19,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.27,0.39,0.93,0.20,1.51,0.46,0.51,0.68,0.00,1.19,0.57,0.48,0.48,0.48,4.77,0.21,0.66,0.66,0.66,0.15,0.39,0.12,0.31,0.12,0.04,0.08,1.21,0.07,0.78,0.41,0.31,0.57,2.07,0.56,0.44,0.00,0.44,0.19,4.38,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.28,0.49,22.97,0.00,14.61,0.00,0.00,0.00,0.00,100.00,93.75,13.78,37.39,89.86,0.00,44.40,46.50,13.07,7.60,2.10,7.80,15.44,1.20,4.80,20.70,20.90,9.80,1.90,0.40,0.00,27.80,7.60,7.20,9.00,8.70,0.26,0.03,0.61,0.24,0.03,"5,353.10","1,437,531.11"
9975,06,075,030800,1400000US06075030800,06075030800,308,San Francisco,CA,Califor,"Census Tract 308, San Francisco County, Californ","6,226.00",506.00,"4,559.00",0.42,0.07,0.22,0.03,0.00,0.31,0.67,0.19,1.18,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.93,0.02,1.34,0.29,0.00,0.77,0.00,0.77,0.32,0.48,0.48,0.48,3.76,0.06,0.66,0.66,0.66,0.03,0.23,0.20,0.41,0.00,0.12,0.06,1.06,0.06,0.81,0.18,0.26,0.69,1.94,0.44,0.00,0.82,0.82,0.49,4.48,0.15,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,8.22,0.55,23.76,0.00,0.00,0.00,0.00,0.00,0.00,100.00,94.16,16.97,0.00,100.00,0.00,44.13,47.20,5.53,5.00,2.70,9.70,4.82,2.40,4.10,21.50,16.70,9.20,3.30,0.00,2.50,27.10,7.40,7.50,8.40,8.30,0.22,0.02,0.69,0.20,0.01,"4,940.13","1,243,362.86"
9976,06,075,030900,1400000US06075030900,06075030900,309,San Francisco,CA,Califor,"Census Tract 309, San Francisco County, Californ","7,103.00",423.00,"4,249.00",0.33,0.04,0.33,0.07,0.00,0.30,0.59,0.14,1.03,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.93,0.02,1.34,0.29,0.46,0.77,0.00,1.22,0.59,0.48,0.48,0.48,4.06,0.10,0.73,0.73,0.73,0.08,0.20,0.36,0.04,0.01,0.25,0.04,0.98,0.05,0.84,0.29,0.33,0.83,2.29,0.74,0.50,0.59,1.08,0.69,5.09,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.17,0.47,22.18,0.00,0.00,0.00,0.00,0.00,0.00,100.00,93.66,16.74,27.10,100.00,0.00,44.13,57.80,9.23,4.40,3.80,2.10,8.85,3.90,3.00,22.40,19.00,10.10,7.60,0.70,0.50,28.50,7.40,7.40,8.70,9.60,0.30,0.02,0.66,0.36,0.02,"6,693.78","1,863,462.98"
9977,06,075,031000,1400000US06075031000,06075031000,310,San Francisco,CA,Califor,"Census Tract 310, San Francisco County, Californ","3,804.00",278.00,"2,115.00",0.23,0.02,0.23,0.04,0.00,0.31,0.56,0.14,1.01,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.59,0.03,1.01,0.09,0.78,0.77,0.00,1.54,0.77,0.48,0.48,0.48,4.04,0.10,0.68,0.68,0.68,0.10,0.25,0.08,0.39,0.04,0.21,0.13,1.20,0.07,0.82,0.23,0.20,0.73,1.98,0.48,0.00,0.45,0.45,0.20,4.31,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.22,0.45,22.17,0.00,0.00,0.00,0.00,0.00,0.00,100.00,69.25,16.61,99.50,100.00,0.00,44.14,50.20,9.99,5.30,1.70,9.40,11.43,3.50,6.40,21.80,17.80,8.40,4.20,0.00,0.20,26.60,7.20,6.60,8.60,8.70,0.20,0.01,0.47,0.24,0.02,"3,895.54","813,750.17"
9978,06,075,031100,1400000US06075031100,06075031100,311,San Francisco,CA,Califor,"Census Tract 311, San Francisco County, Californ","6,437.00",484.00,"8,159.00",0.23,0.02,0.23,0.04,0.00,0.32,0.60,0.16,1.08,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.83,0.07,1.28,0.24,0.77,0.77,0.00,1.53,0.77,0.48,0.48,0.48,4.38,0.14,0.72,0.72,0.72,0.09,0.26,0.03,0.52,0.01,0.12,0.05,1.07,0.06,0.65,0.17,0.14,0.76,1.71,0.26,0.00,0.38,0.38,0.16,3.89,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.27,0.48,22.98,0.00,0.00,0.00,0.00,0.00,0.00,100.00,87.09,15.60,98.60,100.00,0.00,45.09,55.80,9.32,5.40,0.90,12.20,8.79,2.40,3.50,18.10,16.40,7.30,4.90,0.00,0.10,24.10,7.30,5.70,9.10,8.10,0.10,0.02,0.29,0.17,0.04,"5,385.61","1,083,537.23"
9979,06,075,031201,1400000US06075031201,06075031201,312.01,San Francisco,CA,Califor,"Census Tract 312.01, San Francisco County, Calif","6,690.00",655.00,"2,599.00",0.63,0.15,0.63,0.23,0.00,0.31,0.51,0.12,0.94,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.85,0.06,1.29,0.25,0.79,0.77,0.00,1.56,0.78,0.48,0.48,0.48,4.26,0.12,0.86,0.86,0.86,0.35,0.78,0.52,0.50,0.43,0.39,0.36,3.34,0.46,0.50,0.12,0.31,0.97,1.89,0.40,0.00,0.80,0.80,0.48,6.89,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.18,0.41,21.67,0.00,0.00,0.00,0.00,0.00,0.00,100.00,88.46,15.79,100.00,100.00,0.00,44.14,81.90,22.52,18.80,5.00,11.70,24.13,5.60,12.70,15.60,14.60,9.80,23.30,0.00,2.20,27.10,7.40,4.70,10.60,11.10,0.22,0.02,0.14,0.55,0.13,"3,486.03","509,460.74"
9980,06,075,031202,1400000US06075031202,06075031202,312.02,San Francisco,CA,Califor,"Census Tract 312.02, San Francisco County, Calif","3,394.00",454.00,"1,252.00",0.48,0.09,0.48,0.14,0.00,0.31,0.50,0.13,0.94,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.75,0.09,1.23,0.20,0.79,0.77,0.00,1.56,0.78,0.48,0.48,0.48,4.20,0.12,0.93,0.93,0.93,0.45,0.81,0.54,0.29,0.42,0.14,0.04,2.67,0.32,0.29,0.35,0.25,0.97,1.86,0.38,0.53,0.00,0.53,0.28,6.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.20,0.40,21.86,0.00,0.00,0.00,0.00,0.00,0.00,100.00,81.73,15.25,100.00,100.00,0.00,44.25,93.50,27.36,19.90,5.10,7.40,23.95,2.60,3.00,12.20,19.90,9.10,23.10,1.00,0.00,27.60,7.80,4.50,11.30,11.50,0.25,0.05,0.11,0.59,0.20,"3,087.54","311,424.79"
9981,06,075,031301,1400000US06075031301,06075031301,313.01,San Francisco,CA,Califor,"Census Tract 313.01, San Francisco County, Calif","4,241.00",312.00,"1,197.00",0.56,0.12,0.56,0.18,0.00,0.29,0.51,0.12,0.93,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.99,0.15,1.52,0.46,0.79,0.77,0.00,1.56,0.78,0.48,0.48,0.48,4.48,0.16,0.86,0.86,0.86,0.31,0.58,0.63,0.29,0.06,0.21,0.32,2.40,0.26,0.82,0.10,0.49,0.93,2.33,0.76,0.00,0.66,0.66,0.37,6.25,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.12,0.41,21.50,0.00,0.00,0.00,0.00,0.00,0.00,100.00,98.39,14.44,100.00,100.00,0.00,44.13,81.40,20.56,11.70,5.90,7.40,13.25,3.50,11.60,21.80,13.50,12.20,15.40,0.00,0.80,30.10,8.40,5.50,11.60,12.10,0.39,0.14,0.26,0.66,0.23,"2,961.12","453,128.54"
9982,06,075,031302,1400000US06075031302,06075031302,313.02,San Francisco,CA,Califor,"Census Tract 313.02, San Francisco County, Calif","6,109.00",713.00,"1,991.00",0.40,0.06,0.40,0.10,0.00,0.29,0.46,0.12,0.87,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.66,0.05,1.10,0.13,0.79,0.77,0.00,1.56,0.78,0.48,0.48,0.48,3.99,0.09,0.90,0.90,0.90,0.33,0.79,0.24,0.35,0.56,0.45,0.14,2.86,0.36,0.51,0.20,0.28,0.93,1.91,0.42,0.00,0.00,0.00,0.00,5.68,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.10,0.37,21.42,0.00,0.00,0.00,0.00,0.00,0.00,100.00,74.22,15.89,100.00,100.00,0.00,44.13,89.10,21.87,18.90,3.00,8.60,28.01,6.30,6.70,15.80,17.20,9.40,15.80,0.00,0.00,26.00,8.00,4.50,11.40,10.30,0.17,0.07,0.11,0.45,0.21,"4,067.28","696,857.61"
